encounter_datetime,park_area_id,city_agency,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
06/13/2020 02:00:00 PM,Q015,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Handball court,8,true,false,Queens
06/13/2020 01:00:00 PM,Q099,DEP,Social distancing,Social Distancing,40,40,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:00:00 PM,Q099,DEP,Social distancing,Social Distancing,40,40,Open field/multi-purpose play area,,,,,Queens
06/13/2020 02:00:00 PM,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:50:00 PM,M010,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 01:00:00 PM,B082,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:54:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:45:00 PM,Q001,DEP,Social distancing,Social Distancing,15,2,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:52:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 02:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:00:00 PM,Q021,DEP,Social distancing,Social Distancing,12,1,Open field/multi-purpose play area,,,,,Queens
06/13/2020 12:37:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:43:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:48:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 12:45:00 PM,Q001,DEP,Social distancing,Social Distancing,12,0,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:43:00 AM,Q099,DEP,Social distancing,Social Distancing,14,0,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:15:00 PM,Q001,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Handball court,2,true,true,Queens
06/13/2020 01:30:00 PM,Q001,DEP,Social distancing,Social Distancing,11,2,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:42:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:15:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:45:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:00:00 PM,Q099,DEP,Social distancing,Social Distancing,40,40,Open field/multi-purpose play area,,,,,Queens
06/13/2020 11:29:00 AM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:38:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:37:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:32:00 PM,Q006,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 01:30:00 PM,Q102,DEP,Social distancing,Social Distancing,0,24,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:30:00 PM,Q015,DEP,Social distancing,Social Distancing,3,0,Walking path,,,,,Queens
06/13/2020 01:30:00 PM,X092-09,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 01:30:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/13/2020 01:31:00 PM,Q015,DEP,Social distancing,Social Distancing,3,0,Walking path,,,,,Queens
06/13/2020 01:30:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:25:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 01:25:00 PM,Q024,DEP,Social distancing,Social Distancing,3,0,Walking path,,,,,Queens
06/13/2020 01:26:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:25:00 PM,Q004,DOB,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:25:00 PM,Q024,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:20:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:20:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:16:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:15:00 PM,B066,DDC,Patrons in an area closed to the public,Patrons in Closed Area,,,,Basketball court,13,false,false,Brooklyn
06/13/2020 01:10:00 PM,B066,DDC,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,9,false,false,Brooklyn
06/13/2020 01:15:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:12:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:13:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:12:00 PM,Q099-01,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,10,true,false,Queens
06/13/2020 12:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:10:00 PM,Q006,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:00:00 PM,Q099,DEP,Social distancing,Social Distancing,40,40,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:00:00 PM,X150L,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 01:06:00 AM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 01:08:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/16/2020 01:00:00 PM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 01:08:00 PM,Q448-01,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 01:03:00 PM,Q099,DEP,Social distancing,Social Distancing,0,15,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:06:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2,true,true,Queens
06/13/2020 12:45:00 PM,Q099,DEP,Social distancing,Social Distancing,0,30,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:00:00 PM,X039,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 01:03:00 PM,Q021-03,DEP,Social distancing,Social Distancing,8,1,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:04:00 PM,B073,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 01:02:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 12:56:00 PM,Q099,DEP,Social distancing,Social Distancing,25,0,Open field/multi-purpose play area,,,,,Queens
06/13/2020 01:00:00 PM,Q102,DEP,Social distancing,Social Distancing,7,7,Bench/sitting area,,,,,Queens
06/13/2020 12:45:00 PM,Q001,DEP,Social distancing,Social Distancing,12,0,Open field/multi-purpose play area,,,,,Queens
06/13/2020 12:57:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:50:00 PM,Q021,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:44:00 PM,Q008,DEP,Social distancing,Social Distancing,0,30,Walking path,,,,,Queens
06/13/2020 12:30:00 PM,Q001,DEP,Social distancing,Social Distancing,9,1,Walking path,,,,,Queens
06/13/2020 12:50:00 PM,Q008,DEP,Social distancing,Social Distancing,6,0,Walking path,,,,,Queens
06/13/2020 12:48:00 PM,Q099,DEP,Social distancing,Social Distancing,0,20,Open field/multi-purpose play area,,,,,Queens
06/13/2020 12:45:00 PM,B066,DDC,Social distancing,Social Distancing,4,0,Open field/multi-purpose play area,,,,,Brooklyn
06/13/2020 11:45:00 AM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:45:00 PM,Q099,DEP,Social distancing,Social Distancing,0,30,Open field/multi-purpose play area,,,,,Queens
06/13/2020 12:45:00 PM,Q008,DEP,Social distancing,Social Distancing,4,0,Walking path,,,,,Queens
06/13/2020 12:15:00 PM,Q001,DEP,Social distancing,Social Distancing,5,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 11:45:00 AM,Q001,DEP,Social distancing (groups of 3 or more),Social Distancing,10,0,Parking Lot,,,,,Queens
06/13/2020 12:49:00 PM,Q015,DEP,Social distancing,Social Distancing,6,0,Parking Lot,,,,,Queens
06/13/2020 12:49:00 PM,Q015,DEP,Social distancing,Social Distancing,6,0,Parking Lot,,,,,Queens
06/13/2020 12:45:00 PM,R005,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/13/2020 12:48:00 PM,B073-20,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,1,true,true,Brooklyn
06/13/2020 12:04:00 PM,Q015,DEP,Social distancing,Social Distancing,4,0,Bench/sitting area,,,,,Queens
06/13/2020 12:47:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 12:47:00 PM,X118,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 11:30:00 AM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 12:40:00 PM,Q099,DEP,Social distancing,Social Distancing,5,25,Soccer field,,,,,Queens
05/13/2020 12:00:00 PM,R031,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/13/2020 12:25:00 PM,Q099-16,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,20,true,false,Queens
06/13/2020 12:30:00 PM,M099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 12:40:00 PM,B066,DDC,Social distancing,Social Distancing,6,0,Open field/multi-purpose play area,,,,,Brooklyn
06/13/2020 12:40:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:30:00 PM,Q102,DEP,Social distancing,Social Distancing,0,24,Open field/multi-purpose play area,,,,,Queens
06/13/2020 12:30:00 PM,M088,DEP,Social distancing,Social Distancing,8,0,Bench/sitting area,,,,,Manhattan
06/13/2020 12:29:00 PM,Q006,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:36:00 PM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:37:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:34:00 PM,R107,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/13/2020 12:35:00 PM,Q458,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:30:00 PM,Q099,DEP,Social distancing,Social Distancing,5,0,Soccer field,,,,,Queens
06/13/2020 12:29:00 PM,Q006,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:30:00 PM,Q015-03,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:25:00 PM,Q099-16,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,20,true,false,Queens
06/13/2020 12:28:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:30:00 PM,B066,DDC,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,4,true,false,Brooklyn
06/13/2020 11:40:00 AM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:30:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
06/13/2020 11:42:00 AM,Q099-15,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,10,true,true,Queens
06/13/2020 12:25:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 08:25:00 PM,Q102,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:25:00 PM,B073,DEP,Social distancing,Social Distancing,5,6,Open field/multi-purpose play area,,,,,Brooklyn
06/13/2020 12:25:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:20:00 PM,B066,DDC,Social distancing,Social Distancing,15,0,Open field/multi-purpose play area,,,,,Brooklyn
06/13/2020 12:15:00 PM,M089,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 12:21:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 12:19:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,2,true,false,Queens
06/13/2020 12:15:00 PM,Q008,DEP,Social distancing,Social Distancing,3,0,Walking path,,,,,Queens
06/13/2020 12:16:00 PM,Q008,DEP,Social distancing,Social Distancing,3,0,Walking path,,,,,Queens
06/13/2020 12:00:00 PM,R106,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Staten Island
06/13/2020 12:17:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2,true,true,Queens
06/13/2020 12:13:00 PM,X118,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,8,false,false,Bronx
06/13/2020 12:12:00 PM,Q004,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 11:55:00 AM,M088,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 12:10:00 PM,Q001,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:05:00 PM,B066,DDC,Social distancing,Social Distancing,13,0,Open field/multi-purpose play area,,,,,Brooklyn
06/13/2020 12:10:00 PM,B073-07,OATH,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,4,false,false,Brooklyn
06/13/2020 11:43:00 AM,M088,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 12:11:00 PM,Q102,DEP,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,5,true,true,Queens
06/13/2020 12:05:00 PM,X118,DEP,Social distancing,Social Distancing,55,55,Soccer field,,,,,Bronx
06/13/2020 12:10:00 PM,B073,OATH,Social distancing,Social Distancing,8,0,Open field/multi-purpose play area,,,,,Brooklyn
06/13/2020 12:00:00 PM,M088,DEP,Social distancing,Social Distancing,5,0,Walking path,,,,,Manhattan
06/13/2020 12:07:00 PM,B073,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 11:23:00 AM,M088,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Manhattan
06/13/2020 12:07:00 PM,X092,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Bronx
,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 11:55:00 AM,Q099,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/12/2020 06:45:00 PM,B073,OATH,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,2,false,false,Brooklyn
06/13/2020 12:03:00 PM,X118,DEP,Social distancing,Social Distancing,15,0,Track/field area,,,,,Bronx
06/13/2020 11:00:00 AM,M088,DEP,Social distancing,Social Distancing,3,0,Bench/sitting area,,,,,Manhattan
06/13/2020 12:03:00 PM,B073,OATH,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 12:04:00 PM,Q015,DEP,Social distancing,Social Distancing,4,0,Bench/sitting area,,,,,Queens
06/13/2020 12:04:00 PM,Q015,DEP,Social distancing,Social Distancing,4,0,Bench/sitting area,,,,,Queens
06/13/2020 12:00:00 PM,B073,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
06/13/2020 12:04:00 PM,B018,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Brooklyn
05/13/2020 11:30:00 AM,Q001,DEP,Social distancing,Social Distancing,12,2,Parking Lot,,,,,Queens
06/13/2020 12:00:00 PM,Q008,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 12:03:00 PM,Q015,DEP,Everyone at this site is in compliance with social distancing,No Encounter,,,,,,,,Queens
06/13/2020 11:33:00 AM,Q015,DEP,Social distancing,Social Distancing,5,0,Adult fitness equipment,,,,,Queens
06/13/2020 11:15:00 AM,Q001,DEP,Social distancing,Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
